,Product_Name,Publisher,Writer,Previous_Price,Discount,Current_Price,Gain,Kind,Page,ISBN,Cover
163,Kürk Mantolu Madonna,Everest Yayınları,Sabahattin Ali,"12,00",%35 indirim,"7,80","4,20",Roman,200,9786051853574,Ciltsiz
164,Elveda Güzel Vatanım Midi Boy,Everest Yayınları,Ahmet Ümit,"14,90",%40 indirim,"8,94","5,96",Roman,712,9786051853390,Ciltsiz
165,Şah ve Sultan Midi Boy,Kapı Yayınları,İskender Pala,"14,90",%35 indirim,"9,69","5,22",Tarihsel Roman Kitapları,385,9789752448797,Ciltsiz
166,Ve Dağlar Yankılandı Midi Boy,Everest Yayınları,Khaled Hosseini,"14,90",%35 indirim,"9,69","5,22",Roman,480,9786051853420,Ciltsiz
167,İki Yeşil Susamuru Midi Boy,Everest Yayınları,Buket Uzuner,"14,90",%35 indirim,"9,69","5,22",Roman,368,9786051853406,Ciltsiz
168,Aşk Köpekliktir Midi Boy,Everest Yayınları,Ahmet Ümit,"14,90",%40 indirim,"8,94","5,96",Roman,265,9786051853338,Ciltsiz
169,Kur'an Nedir?,Şule Yayınları,Ahmet Nedim Serinsu,"18,52",%40 indirim,"11,11","7,41",Kuran ve Kuran Üzerine Kitaplar,199,9786054056343,Ciltsiz
170,Beni Ararsan Bulursun - Mervin,Carpe Diem Kitapları - İlk Gençlik,Ömer Sevinçgül,"20,00",%38 indirim,"12,40","7,60",Roman,160,9786051441818,Ciltsiz
171,Mülemma Düşüncüler - 1,İz Yayıncılık,Recep Alpyağıl,"17,00",%35 indirim,"11,05","5,95",Araştıma-İnceleme-Referans Kitapları,152,9786053263562,Ciltsiz
172,Türkiye'de E-Spor ve Pubg - Dijital Oyunlar Serisi 4,Profil Yayıncılık,Orhan Efe Özenç,"22,00",%38 indirim,"13,64","8,36",Diğer Hobi Kitapları,183,9786057525321,Ciltsiz
173,Kültürel Kalkınma İçin Yaşayan Kütüphaneler,Profil Yayıncılık,Erol Yılmaz,"27,50",%38 indirim,"17,05","10,45",Denemeler,229,9786057525222,Ciltsiz
174,Yuvayı Keşfetmek,Profil Yayıncılık,Nadine Gordimer,"33,00",%38 indirim,"20,46","12,54",Diğer Ülke Edebiyatları Kitapları,256,9786057525246,Ciltsiz
175,İtiraf,Kapı Yayınları,İskender Pala,"25,00",%35 indirim,"16,25","8,75",Roman,248,9789752448773,Ciltsiz
176,Köylüler,Alfa Yayınları,Honore de Balzac,"42,00",%35 indirim,"27,30","14,70",Roman,427,9786051718811,Ciltli
177,Kiralık Prenses,Artemis Yayınları,Lindsey Leavitt,"28,00",%35 indirim,"18,20","9,80",Roman,225,9786053044130,Ciltsiz
178,Kara Ada - Tenten'in Maceraları,Alfa Yayınları,Herge,"24,00",%35 indirim,"15,60","8,40",Çocuk Çizgi Roman Kitapları,62,9786051718354,Ciltsiz
179,Gelecek Seneyi Bekle,Alfa Yayınları,Philip K. Dick,"27,00",%35 indirim,"17,55","9,45",Roman,318,9786051718842,Ciltsiz
180,Martı Jonathan Livingston Ciltli,Epsilon Yayınevi,Richard Bach,"29,50",%40 indirim,"17,70","11,80",Öykü Kitapları,152,9786051735054,Ciltli
181,Angus,Alfa Yayınları,Alexander McCall Smith,"19,00",%35 indirim,"12,35","6,65",Diğer,136,9786051718965,Ciltsiz
182,Aslanın Balı,Alfa Yayınları,David Grossman,"19,00",%35 indirim,"12,35","6,65",Diğer,124,9786051717593,Ciltsiz
183,Savaş Zamanları,Alfa Yayınları,David Schraven,"34,00",%35 indirim,"22,10","11,90",Araştırma - İnceleme Kitapları,128,9786051718958,Ciltsiz
184,Her Mevsimde Kadın Olmak,Artemis Yayınları,Camilla Morton,"42,00",%35 indirim,"27,30","14,70",Kişisel Gelişim Kitapları,610,9786053044123,Ciltsiz
185,Tanrıça Kızlar,Artemis Yayınları,Joan Holub,"14,00",%35 indirim,"9,10","4,90",Masallar,121,9786053044109,Ciltsiz
186,Tanrıça Kızlar,Artemis Yayınları,Suzanne Williams,"14,00",%35 indirim,"9,10","4,90",Hikayeler,100,9786053044116,Ciltsiz
187,DNA,Koridor Yayıncılık,Yrsa Sigurdardottir,"32,00",%35 indirim,"20,80","11,20",Roman,488,9786057572110,Ciltsiz
188,Kafes,İthaki Yayınları,Josh Malerman,"30,00",%36 indirim,"19,20","10,80",Roman,312,9786053758914,Ciltsiz
189,Karanlık Orman,İthaki Yayınları,Cixin Liu,"59,00",%36 indirim,"37,76","21,24",Roman,600,9786053758921,Ciltsiz
190,Dehşet Ağı - Doctor Who Cep Boy,İthaki Yayınları,Mike Tucker,"15,00",%36 indirim,"9,60","5,40",Roman,232,9786053758952,Ciltsiz
191,Savaş Makineleri - Doctor Who,İthaki Yayınları,George Mann,"15,00",%36 indirim,"9,60","5,40",Roman,336,9786053758969,Ciltsiz
192,Trenzalore Öyküleri - Doktor Who,İthaki Yayınları,G. Mann,"15,00",%36 indirim,"9,60","5,40",Roman,264,9786053758945,Ciltsiz
193,Dicle’nin Sürgünleri,İthaki Yayınları,Mehmed Uzun,"41,00",%36 indirim,"26,24","14,76",Türk Edebiyatı,464,9786053758884,Ciltsiz
194,Nar Çiçekleri,İthaki Yayınları,Mehmed Uzun,"21,00",%36 indirim,"13,44","7,56",Kültür ve Bilim Kitapları,167,9786053758792,Ciltsiz
195,Adanmış Hayatlar,Olimpos Yayınları,Funda Özyurt,"35,00",%40 indirim,"21,00","14,00",Roman,480,9786052063934,Ciltsiz
196,Tasavvuf: Menşei ve Islahatları,İz Yayıncılık,Es'ad Sahmerani,"15,00",%35 indirim,"9,75","5,25",Tasavvuf - Mezhep - Tarikat Kitapları,154,9789753554176,Ciltsiz
197,Yaz Bahçesi,Teleskop Popüler Bilim,Carl Emerson,"7,50",%50 indirim,"3,75","3,75",Hikayeler,32,9789752421905,Ciltsiz
198,Ne Kadar Uzun,Teleskop Popüler Bilim,Jessica Gunderson,"10,00",%50 indirim,"5,00","5,00",Hikayeler,24,9786052520048,Ciltsiz
199,Ne Kadar Büyük,Teleskop Popüler Bilim,Jessica Gunderson,"10,00",%50 indirim,"5,00","5,00",Hikayeler,24,9786052520024,Ciltsiz
200,Ne Kadar Yüksek,Teleskop Popüler Bilim,Mark Weakland,"10,00",%50 indirim,"5,00","5,00",Hikayeler,24,9786052520055,Ciltsiz
201,Ne Kadar Ağır,Teleskop Popüler Bilim,Mark Weakland,"10,00",%50 indirim,"5,00","5,00",Hikayeler,24,9786052520031,Ciltsiz
202,Süper Çengel Bulmaca 10,Olimpos Yayınları,Kolektif,"20,00",%30 indirim,"14,00","6,00",Hobi Bilmeceler - Bulmacalar,144,9786057906014,Ciltsiz
203,1000 Nokta - İkonlar,Domingo Yayınevi,Thomas Pavitte,"32,00",%35 indirim,"20,80","11,20",Diğer Hobi Kitapları,48,9786051980652,Ciltsiz
204,Sonbahar Yaprağı,Teleskop Popüler Bilim,Carl Emerson,"7,50",%50 indirim,"3,75","3,75",Hikayeler,32,9789752421882,Ciltsiz
205,Soğuk Bir Kış Günü,Teleskop Popüler Bilim,Carl Emerson,"7,50",%50 indirim,"3,75","3,75",Hikayeler,32,9789752421899,Ciltsiz
206,Güneş Geceleri Nereye Gidiyor?,Teleskop Popüler Bilim,Amy S. Hansen,"7,50",%50 indirim,"3,75","3,75",Hikayeler,24,9789752421950,Ciltsiz
207,Dinozorlar Hakkında Ne Biliyoruz?,Teleskop Popüler Bilim,Rebecca Olien,"7,50",%50 indirim,"3,75","3,75",Hikayeler,24,9789752421929,Ciltsiz
208,Kuşlar Nereye Gidiyor?,Teleskop Popüler Bilim,Rebecca Olien,"7,50",%50 indirim,"3,75","3,75",Hikayeler,24,9789752421974,Ciltsiz
209,Dünyanın Üzerinde Nasıl Duruyoruz?,Teleskop Popüler Bilim,Amy S. Hansen,"7,50",%50 indirim,"3,75","3,75",Hikayeler,24,9789752421936,Ciltsiz
210,Meşgul İlkbahar,Teleskop Popüler Bilim,Carl Emerson,"7,50",%50 indirim,"3,75","3,75",Hikayeler,32,9789752421875,Ciltsiz
211,Doğru Zamanlar Ajandası,Yediveren Yayınları,Duygu Tağmaç,"40,00",%37 indirim,"25,20","14,80",Astroloji-Fal- Rüya,392,9786052690475,Ciltli
212,Bakir İntiharlar,Domingo Yayınevi,Jeffrey Eugenides,"28,00",%35 indirim,"18,20","9,80",Roman,260,9786051980676,Ciltsiz
213,Aşk-ı Memnu,Kapı Yayınları,Halid Ziya Uşaklıgil,"26,00",%35 indirim,"16,90","9,10",Roman,390,9789752448742,Ciltsiz
214,Nene Hatun - İz Bırakanlar,Yediveren Çocuk,Eda Bayrak,"12,00",%31 indirim,"8,28","3,72",Hikayeler,120,9786059484862,Ciltsiz
215,Para Seninle Konuşuyor,Yediveren Yayınları,Ferit Delen,"32,00",%31 indirim,"22,08","9,92",Kişisel Gelişim Kitapları,272,9786052690468,Ciltsiz
216,Dedektifler,Alfa Yayınları,Charles Dickens,"19,00",%35 indirim,"12,35","6,65",İngiliz Edebiyatı,207,9786051718774,Ciltsiz
217,Yarım Ay Dedektiflik,Artemis Yayınları,Eoin Colfer,"23,00",%35 indirim,"14,95","8,05",Roman,236,9786053044079,Ciltsiz
218,Alice Harikalar Diyarında,Artemis Yayınları,Lewis Carroll,"16,00",%35 indirim,"10,40","5,60",Roman-Öykü Kitapları,160,9786053044031,Ciltsiz
219,Ruhun Huzuru,Mevsimler Kitap,Selçuk Alkan,"17,50",%25 indirim,"13,13","4,38",Denemeler,160,9786057934093,Ciltsiz
220,Makine Olmak,Domingo Yayınevi,Mark O’Connell,"34,00",%35 indirim,"22,10","11,90",Popüler Bilim Kitapları,272,9786051980706,Ciltsiz
221,Mucizeler Daima Yanında,Yediveren Yayınları,Cengiz Hortoğlu,"20,00",%31 indirim,"13,80","6,20",Kadın - Erkek İlişki Kitapları,208,9786052690482,Ciltsiz
222,Cadı Sophie'nin Maceraları,Artemis Yayınları,Ellie Boswell,"21,00",%35 indirim,"13,65","7,35",Hikayeler,196,9786053044086,Ciltsiz
223,"Aydınlar, Batı ve Biz",İz Yayıncılık,Akif İnan,"24,00",%35 indirim,"15,60","8,40",Araştırma - İnceleme Kitapları,232,9786053263548,Ciltsiz
224,Çağdaş Devrim Yobazları,İz Yayıncılık,Sadık Albayrak,"27,00",%35 indirim,"17,55","9,45",Araştırma - İnceleme Kitapları,264,9786053263524,Ciltsiz
225,Servetin Denetimine Yönelik Bir Uygulama Müsadere,İz Yayıncılık,Ömer Karaoğlu,"24,00",%35 indirim,"15,60","8,40",Araştırma - İnceleme Kitapları,240,9786053261421,Ciltsiz
226,Şeriat Yolunda Yürüyenler ve Sürünenler,İz Yayıncılık,Sadık Albayrak,"23,00",%35 indirim,"14,95","8,05",Araştırma - İnceleme Kitapları,224,9786053263531,Ciltsiz
227,49 Numaralı Parçanın Nidası,İthaki Yayınları,Thomas Pynchon,"26,00",%36 indirim,"16,64","9,36",Amerikan Edebiyatı,176,9786053758891,Ciltsiz
228,Beyaz Kasımpatı,Arkadya Yayınları,Mary Lynn Bracht,"30,00",%35 indirim,"19,50","10,50",Tarihsel Roman Kitapları,392,9786051884042,Ciltsiz
229,Rabbimizin Emir Buyurduğu Düşünmeye ve Akletmeye Davet,Mevsimler Kitap,Ramazan Gürsel Uçar,"20,00",%25 indirim,"15,00","5,00",Tasavvuf - Mezhep - Tarikat Kitapları,160,9786057934109,Ciltsiz
230,Paradoksun Kısa Tarihi,Alfa Yayınları,Roy Sorensen,"31,00",%35 indirim,"20,15","10,85",Felsefe Tarihi Kitapları,320,9786051718521,Ciltsiz
231,Çin'de Bir Çinlinin Başına Gelenler,Alfa Yayınları,Jules Verne,"23,00",%35 indirim,"14,95","8,05",Roman,286,9786051718804,Ciltsiz
232,Usta ile Margarita,İthaki Yayınları,Mihail Afansyeviç Bulgakov,"36,00",%36 indirim,"23,04","12,96",Roman,608,9786053758860,Ciltsiz
233,Yakıcı Sır,Alfa Yayınları,Stefan Zweig,"13,00",%35 indirim,"8,45","4,55",Roman,120,9786051718835,Ciltsiz
234,Amok Koşucusu,Alfa Yayınları,Stefan Zweig,"11,00",%35 indirim,"7,15","3,85",Roman,90,9786051716848,Ciltsiz
235,Dr. Jekyll ve Mr. Hyde,Alfa Yayınları,Robert Louis Stevenson,"13,00",%35 indirim,"8,45","4,55",Roman,102,9786051718736,Ciltsiz
236,Cerrah,Arkadya Yayınları,David Beers,"30,00",%35 indirim,"19,50","10,50",Korku - Gerilim Edebiyatı,304,9786051884028,Ciltsiz
237,Hadislerin Işığında Hz. Muhammed,İz Yayıncılık,Rasim Özdenören,"26,00",%35 indirim,"16,90","9,10",Diğer,256,9786053263487,Ciltsiz
238,Eksen,İthaki Yayınları,Robert Charles Wilson,"42,00",%36 indirim,"26,88","15,12",Roman,308,9786053758839,Ciltsiz
239,Sabret Şükret Seyret,Yediveren Yayınları,Muhammed Serkan Gül,"22,00",%40 indirim,"13,20","8,80",Tasavvuf - Mezhep - Tarikat Kitapları,192,9786052690499,Ciltsiz
240,Kusursuz Yıkım,Artemis Yayınları,Lauren Destefano,"29,00",%35 indirim,"18,85","10,15",Roman,326,9786053044055,Ciltsiz
241,Goriot Baba,Alfa Yayınları,Honore de Balzac,"34,00",%35 indirim,"22,10","11,90",Roman,330,9786051710037,Ciltli
242,Atalarının Tanrısı,Alfa Yayınları,Jack London,"19,00",%35 indirim,"12,35","6,65",Roman,204,9786051717074,Ciltsiz
243,Mühür,İletişim Yayınevi,Gökçer Tahincioğlu,"34,00",%30 indirim,"23,80","10,20",Roman,259,9789750525551,Ciltsiz
244,Eski Köye Yeni Roman,İletişim Yayınevi,Erkan Irmak,"41,00",%30 indirim,"28,70","12,30",Araştıma-İnceleme Kitapları,332,9789750525513,Ciltsiz
245,Şafak Yazıları 2,Sufi Kitap,Mahmud Erol Kılıç,"20,00",%35 indirim,"13,00","7,00",Tasavvuf - Mezhep - Tarikat Kitapları,176,9786059778800,Ciltsiz
246,Tekliğin Türküsü,İletişim Yayınevi,Sevgi Soysal,"40,50",%30 indirim,"28,35","12,15",Derlemeler,368,9789750525520,Ciltsiz
247,Mervin - Esaretten Kurtuluş 2,Carpe Diem Kitapları - İlk Gençlik,Ömer Sevinçgül,"20,00",%35 indirim,"13,00","7,00",Roman-Öykü Kitapları,160,9786051441931,Ciltsiz
248,Gereksiz Bir Adamın Güncesi,İletişim Yayınevi,İvan Sergeyeviç Turgenyev,"41,00",%30 indirim,"28,70","12,30",Öykü Kitapları,523,9789750525544,Ciltsiz
249,Pollyanna,İletişim Yayınevi,Eleanor H. Porter,"17,00",%30 indirim,"11,90","5,10",Hikayeler,315,9789750525568,Ciltsiz
250,Leyla Yokuşu,Timaş Yayınları,Ahmed Günbay Yıldız,"25,00",%40 indirim,"15,00","10,00",Roman,240,9786050827804,Ciltsiz
251,Zenci Musa,Timaş Yayınları,İsmail Bilgin,"33,50",%40 indirim,"20,10","13,40",Tarihsel Roman Kitapları,368,9786050827873,Ciltsiz
252,Osmanlı Merkez Bürokrasisi 1836-1856,Timaş Yayınları,Ali Akyıldız,"42,50",%40 indirim,"25,50","17,00",Osmanlı Tarihi Kitapları,400,9786050827200,Ciltsiz
253,Yobazlıklar,Timaş Yayınları,Roger Garaudy,"22,50",%40 indirim,"13,50","9,00",Diğer,192,9786050827309,Ciltsiz
254,Asla Yenilmeyeceksin,Timaş Yayınları,Recep Şükrü Apuhan,"23,00",%40 indirim,"13,80","9,20",Diğer Tarih Kitapları ,300,9786050829228,Ciltsiz
255,Kar Kristali,Cezve Çocuk,Menşure Şuşoğlu,"17,00",%33 indirim,"11,39","5,61",Masallar,36,9786052297247,Ciltsiz
256,Şifacı,Profil Yayıncılık,Hatice Dırmıkcı,"33,00",%38 indirim,"20,46","12,54",Roman,302,9786057525277,Ciltsiz
257,Minikler Okula Gider mi? - Canavar Kardeşler 4,Cezve Çocuk,Merve Gülcemal,"17,00",%33 indirim,"11,39","5,61",Masallar,36,9786052297230,Ciltsiz
258,Dünyayı Gezmek İsteyen Çorap,Cezve Çocuk,Ayşe Sevim,"17,00",%33 indirim,"11,39","5,61",Masallar,36,9786052297261,Ciltsiz
259,Gerçek Maymunluk Bu Değil,Cezve Çocuk,Zeynep Akyıldız,"17,00",%33 indirim,"11,39","5,61",Masallar,36,9786052297254,Ciltsiz
260,Kızıl Göğün Altında,İthaki Yayınları,Mark Sullivan,"45,00",%36 indirim,"28,80","16,20",Tarih Araştırma - İnceleme Kitapları,470,9786053758556,Ciltsiz
261,Mezarlıkta Birkaç Ay,Profil Yayıncılık,Emrah Mete,"19,00",%38 indirim,"11,78","7,22",Roman,142,9786057525284,Ciltsiz
262,Alfea Parkı’nın Harikaları - Winx Club,Artemis Yayınları,Kolektif,"27,00",%35 indirim,"17,55","9,45",Diğer Çocuk Kitapları,49,9786053042327,Ciltli
263,Buz Ejderhası,Epsilon Yayınevi,George R. R. Martin,"24,90",%40 indirim,"14,94","9,96",Roman,120,9786051735047,Ciltli
264,Panda Kasabası'nın Sırları - Kung Fu Panda 3,Artemis Yayınları,Kolektif,"19,00",%35 indirim,"12,35","6,65",Hikayeler,26,9786053041368,Ciltsiz
265,Psikanaliz ve Göç,İthaki Yayınları,Kolektif,"36,00",%36 indirim,"23,04","12,96",Genel Psikoloji Kitapları,304,9786053758846,Ciltsiz
266,Muhteşemlik Efsaneleri - Kung Fu Panda,Artemis Yayınları,Kolektif,"19,00",%35 indirim,"12,35","6,65",Hikayeler,26,9786053041320,Ciltsiz
267,Muhteşemlik Efsaneleri - Kung Fu Panda,Artemis Yayınları,Kolektif,"19,00",%35 indirim,"12,35","6,65",Hikayeler,32,9786053041351,Ciltsiz
268,Öfkeli Beşli - Kung Fu Panda,Artemis Yayınları,Kolektif,"19,00",%35 indirim,"12,35","6,65",Hikayeler,26,9786053041344,Ciltsiz
269,Mathilda,İthaki Yayınları,Mary Shelley,"19,00",%36 indirim,"12,16","6,84",Korku - Gerilim Edebiyatı,128,9786053758853,Ciltsiz
270,Boyama Kitabı - Kung Fu Panda,Artemis Yayınları,Kolektif,"13,00",%35 indirim,"8,45","4,55",Çocuk Boyama Kitapları,32,9786053041528,Ciltsiz
271,Muhteşemlik Efsaneleri - Kung Fu Panda,Artemis Yayınları,Kolektif,"16,00",%35 indirim,"10,40","5,60",Hikayeler,40,9786053041405,Ciltsiz
272,Po'nun İki Babası - Kung Fu Panda 3,Artemis Yayınları,Kolektif,"16,00",%35 indirim,"10,40","5,60",Hikayeler,40,9786053041375,Ciltsiz
273,Po'nun Gücü - Kung Fu Panda 3,Artemis Yayınları,Kolektif,"19,00",%35 indirim,"12,35","6,65",Hikayeler,32,9786053041337,Ciltsiz
274,Değerli Taşlar - Winks Club,Artemis Yayınları,Kolektif,"27,00",%35 indirim,"17,55","9,45",Hikayeler,50,9786053042334,Ciltli
275,Kariyer de Yaparım Babalık da,Cezve Kitap,Ebubekir Ertem,"21,00",%36 indirim,"13,44","7,56",Kişisel Gelişim Kitapları,128,9786052297216,Ciltsiz
276,Daha Yakından Bak!,Cezve Kitap,Çiğdem Çıngıl Barış,"25,00",%36 indirim,"16,00","9,00",Diğer Bilim Kitapları,192,9786052297223,Ciltsiz
277,Sadrazam ve Harbiye Nazırı Mahmut Şevket Paşa Suikasti,Alfa Yayınları,İbrahim Çiçek,"42,00",%35 indirim,"27,30","14,70",Araştırma - İnceleme Kitapları,625,9786051718941,Ciltsiz
278,Kedilerden Hikayeler,Epsilon Yayınevi,Gianni Rodari,"19,50",%40 indirim,"11,70","7,80",Hikayeler,96,9786051734200,Ciltli
279,Girişimci Kapital,Alfa Yayınları,Mustafa Ergen,"52,00",%35 indirim,"33,80","18,20",Araştırma-İnceleme-Kuram Kitapları ,668,9786051718910,Ciltsiz
280,Narcos - Jaguar'ın Pençesi,Epsilon Yayınevi,Jeff Mariotte,"27,50",%40 indirim,"16,50","11,00",Roman,304,9786051735016,Ciltsiz
281,Uslanmaz Çapkın,Artemis Yayınları,Jill Mansel,"31,00",%35 indirim,"20,15","10,85",Roman,385,9786053044048,Ciltsiz
282,İstanbullu,Everest Yayınları,Buket Uzuner,"37,00",%35 indirim,"24,05","12,95",Roman,432,9786051850641,Ciltsiz
283,Arzular Ülkesi - Anka Kuşu ile Alperen'in Macera Yolculuğu 1,Mevsimler Kitap,Selçuk Alkan,"12,00",%25 indirim,"9,00","3,00",Hikayeler,120,9786059275606,Ciltsiz
284,Okurunun Yazarı,Everest Yayınları,Adalet Ağaoğlu,"39,00",%35 indirim,"25,35","13,65",Türk Edebiyatı,407,9786051853208,Ciltsiz
285,Yılanlı Hamam,Şule Yayınları,Şükran Binark,"18,00",%40 indirim,"10,80","7,20",Hikayeler,158,9786052021811,Ciltsiz
286,Sosyal Bilimlerin Mantığı Üzerine,Alfa Yayınları,Jürgen Habermas,"52,00",%35 indirim,"33,80","18,20",Araştıma-İnceleme-Referans Kitapları,668,9786051718620,Ciltsiz
287,Cennetin Gülü Hz. Muhammed sav,Kapı Yayınları,Sinan Yağmur,"20,00",%35 indirim,"13,00","7,00",Biyografi - Otobiyografi Kitapları,206,9789752448261,Ciltsiz
288,Seyyah,Yediveren Yayınları,Zeynep Batı,"22,00",%31 indirim,"15,18","6,82",Roman,224,9786052690451,Ciltsiz
289,Gece Geç,Profil Yayıncılık,Soner Karakuş,"16,50",%38 indirim,"10,23","6,27",Türk Edebiyatı,46,9786057525291,Ciltsiz
290,Anında Etkileme,Koridor Yayıncılık,Patti Wood,"22,00",%35 indirim,"14,30","7,70",Kişisel Gelişim Kitapları,320,9786059702805,Ciltsiz
291,Yenilikçinin İkilemi,Koridor Yayıncılık,Clayton M.Christensen,"25,00",%35 indirim,"16,25","8,75",Yönetim Kitapları,352,9786059702812,Ciltsiz
292,Arıcı,Domingo Yayınevi,Liesbet Slegers,"18,00",%35 indirim,"11,70","6,30",Çocuk Referans Kitapları,28,9786051980591,Ciltsiz
293,Balerin,Domingo Yayınevi,Liesbet Slegers,"18,00",%35 indirim,"11,70","6,30",Çocuk Referans Kitapları,28,9786051980614,Ciltsiz
294,Otomobil Yarışçısı,Domingo Yayınevi,Liesbet Slegers,"18,00",%35 indirim,"11,70","6,30",Çocuk Referans Kitapları,28,9786051980638,Ciltsiz
295,Astronot,Domingo Yayınevi,Liesbet Slegers,"18,00",%35 indirim,"11,70","6,30",Çocuk Referans Kitapları,28,9786051980607,Ciltsiz
296,Doktor,Domingo Yayınevi,Liesbet Slegers,"18,00",%35 indirim,"11,70","6,30",Çocuk Referans Kitapları,28,9786051980621,Ciltsiz
297,Öykülerle Osmanlı Padişahları - 3,Mevsimler Kitap,İbrahim Halil Er,"12,00",%25 indirim,"9,00","3,00",Roman-Öykü Kitapları,112,9786057934079,Ciltsiz
298,Çolak Ressam,Şule Yayınları,Ali Seyyah,"12,00",%40 indirim,"7,20","4,80",Şiir Kitapları,78,9786052021620,Ciltsiz
299,Haller Leyla,Alfa Yayınları,Lale Müldür,"26,00",%35 indirim,"16,90","9,10",Roman,280,9786051717821,Ciltsiz
300,O Büyülü İnsanlar,Alfa Yayınları,Zeynep Oral,"31,00",%35 indirim,"20,15","10,85",Roman,372,9786051718781,Ciltsiz
301,Anne Frank'in Hatıra Defteri,Alfa Yayınları,Ozanam Nadji,"37,00",%35 indirim,"24,05","12,95",Çizgi Roman Kitapları,144,9786051711164,Ciltsiz
302,Mutlu Prens,Alfa Yayınları,Oscar Wilde,"26,00",%35 indirim,"16,90","9,10",Klasik Kitaplar,304,9786051718682,Ciltsiz
303,Vadideki Zambak,Alfa Yayınları,Honore de Balzac,"29,00",%35 indirim,"18,85","10,15",Klasik Kitaplar,360,9786051717654,Ciltsiz
304,Puuung'un Aşkı 2,Alfa Yayınları,Puung,"48,00",%35 indirim,"31,20","16,80",Çizgi Roman Kitapları,220,9786051716800,Ciltsiz
305,Germinal,Alfa Yayınları,Emile Zola,"37,00",%35 indirim,"24,05","12,95",Klasik Kitaplar,630,9786051718644,Ciltsiz
306,Theta Healing - Hastalıklar ve Rahatsızlıklar,Nemesis Kitap,Vianna Stibal,"55,00",%40 indirim,"33,00","22,00",Sağlık Başvuru Kitapları,512,9786052164549,Ciltsiz
307,2019 İyi Yaşam Günlüğü,Alfa Yayınları,Dilara Koçak,"42,00",%35 indirim,"27,30","14,70",Beslenme ve Diyet Kitapları,284,9786051711904,Ciltsiz
308,Türkiye Kanatlarınızın Altında,Kapı Yayınları,Ümit MERİÇ,"29,00",%35 indirim,"18,85","10,15",Sosyoloji Kitapları,310,9789752448711,Ciltsiz
309,Kurdun Oğlu,Alfa Yayınları,Jack London,"19,00",%35 indirim,"12,35","6,65",Roman,192,9786051717098,Ciltsiz
310,Sokakname,İletişim Yayınevi,Sedat Anar,"35,00",%30 indirim,"24,50","10,50",Anı- Mektup - Günlük Kitapları,246,9789750525452,Ciltsiz
311,Ordu ve Millet,İletişim Yayınevi,Emre Sencer,"37,00",%30 indirim,"25,90","11,10",Tarih Araştırma - İnceleme Kitapları,286,9789750525421,Ciltsiz
312,Zarif ve Dinen Makbul,İletişim Yayınevi,Aksu Akçaoğlu,"28,50",%30 indirim,"19,95","8,55",Diğer,172,9789750525438,Ciltsiz
313,Hepsi Aynı Şeyi Söyleyecekse Bu Kadar Çok İktisatçıya Ne Gerek Var?,İletişim Yayınevi,Bernard Chavanse,"19,00",%30 indirim,"13,30","5,70",Araştırma-İnceleme Kitapları,96,9789750525414,Ciltsiz
314,"İran'da Devlet, Din ve Devrim",İletişim Yayınevi,Behrooz Moazami,"43,00",%30 indirim,"30,10","12,90",Tarih Araştırma - İnceleme Kitapları,320,9789750525445,Ciltsiz
315,Keşkül Dergisi Sayı: 15 Yaz,Sufi Kitap - Dergiler,Kolektif,"40,00",%36 indirim,"25,60","14,40",Diğer,109,1520401901502,Ciltsiz
316,Amerikan Canavarları,Artemis Yayınları,Derek Landy,"37,00",%35 indirim,"24,05","12,95",Roman,402,9786053043997,Ciltsiz
317,Winxler'le Bir Yıl,Artemis Yayınları,Iginio Straffi,"26,00",%35 indirim,"16,90","9,10",Roman-Öykü Kitapları,96,9786053043829,Ciltsiz
